event_type,event_cause,requires_road_closure,corridor,priority,police_station,latitude,longitude,hour,dow,month,duration_min,duration_bucket
unplanned,pot_holes,False,Mysore Road,High,Cubbon Park,12.9725365,77.5942493,2,3,3,41403.397182450004,>24hr
unplanned,pot_holes,False,Bellary Road 1,High,Sadashivanagar,13.001119,77.5839711,4,3,3,5667.63702295,>24hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9891602,77.5068983,5,3,3,8.242330166666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0357448,77.7353443,5,3,3,74.69350561666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Chikkajala,13.1834435,77.6797495,19,3,2,21.15403888333333,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0366572,77.5243125,19,3,2,18.911796083333336,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.019521,77.7087876,19,3,2,15.905597883333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9599092,77.504205,21,3,2,18.743594383333335,<=1hr
unplanned,water_logging,False,Non-corridor,Low,Chikkabanavara,13.0599577,77.5067828,1,6,12,67342.9452573,>24hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0355923,77.5263597,23,3,2,30.207270483333332,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,High ground,12.9929641,77.5951316,22,3,2,128.41844893333334,1-6hr
unplanned,congestion,False,ORR North 1,High,Hennuru,13.0411065,77.617027,1,4,2,87.10293336666668,1-6hr
unplanned,pot_holes,False,Non-corridor,Low,Whitefield,12.969761,77.7501885,22,3,2,1489.0271123833334,>24hr
unplanned,pot_holes,False,Non-corridor,Low,Whitefield,12.9698642,77.7500164,22,3,2,1490.3736745166668,>24hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Banaswadi,13.0073126,77.6624143,1,4,2,32.5034449,<=1hr
unplanned,road_conditions,False,CBD 2,High,Cubbon Park,12.9736979,77.5993387,0,4,2,28715.22712571667,>24hr
unplanned,vehicle_breakdown,False,ORR East 2,High,K.R. Pura,13.0018232,77.6791257,1,4,2,66.92851234999999,1-6hr
unplanned,pot_holes,False,Non-corridor,Low,Whitefield,12.9698642,77.7500164,22,3,2,1490.3403477333334,>24hr
unplanned,pot_holes,False,Hosur Road,High,Ashok Nagar,12.957724,77.6059638,19,3,1,30575.899386066667,>24hr
unplanned,pot_holes,False,Hosur Road,High,Ashok Nagar,12.9574747,77.6058578,19,2,12,72355.67942633334,>24hr
unplanned,pot_holes,False,Hosur Road,High,Ashok Nagar,12.9581539,77.6060706,19,2,12,72364.38668615,>24hr
unplanned,others,False,Mysore Road,High,Kengeri,12.9124406,77.4851732,3,4,2,119.54685436666666,1-6hr
unplanned,others,False,Non-corridor,Low,Yelahanka,13.0977963,77.5632888,3,4,2,19947.924997983333,>24hr
unplanned,pot_holes,False,Hosur Road,High,Ashok Nagar,12.9583466,77.6060636,19,3,1,30579.5141954,>24hr
unplanned,tree_fall,True,Non-corridor,Low,High ground,12.9938878,77.5891555,7,3,3,79.37274963333333,1-6hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9831235,77.5308168,7,3,3,153.41269573333332,1-6hr
unplanned,accident,False,ORR North 1,High,Banaswadi,13.0036733,77.6631733,10,3,3,52.03779613333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.008416,77.6925609,5,4,2,1.8039698333333334,<=1hr
unplanned,vehicle_breakdown,False,ORR West 1,High,J.P. Nagar,12.9060449,77.5857343,6,4,2,27.9779026,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Peenya,13.0096382,77.5059421,6,4,2,77.07247735,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.008416,77.6925609,5,4,2,2.0421352666666666,<=1hr
unplanned,others,False,Mysore Road,High,Chamarajpet,12.9592367,77.5557324,7,4,2,3.8131514166666665,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Chamarajpet,12.964071,77.5698422,9,4,2,35.12267365,<=1hr
unplanned,tree_fall,False,Non-corridor,Low,V.V.Puram (C.Pet),12.9587673,77.5740072,20,3,3,56.49172753333333,<=1hr
unplanned,vehicle_breakdown,False,West of Chord Road,High,Malleshwaram,13.0126029,77.5544554,20,4,2,49.20473728333333,<=1hr
unplanned,vehicle_breakdown,True,Bellary Road 1,High,Sadashivanagar,13.0166638,77.5836457,20,4,2,37.30351836666667,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0295902,77.537008,19,4,2,72.88357673333333,1-6hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Jeevanbheemanagar,12.9840844,77.6405155,20,4,2,3.7787415666666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9729384,77.5128128,21,3,3,2.6236583,<=1hr
unplanned,vehicle_breakdown,False,ORR East 1,High,Bellandur,12.926154,77.676723,21,3,3,97.77232951666666,1-6hr
unplanned,tree_fall,False,Non-corridor,Low,V.V.Puram (C.Pet),12.95372239,77.57679302,21,3,3,31.31014948333333,<=1hr
unplanned,road_conditions,False,ORR West 1,High,Banashankari,12.9219507,77.5602425,21,3,3,62.264017833333334,1-6hr
unplanned,construction,False,Non-corridor,Low,Hennuru,13.0483242,77.6450836,22,3,3,1911.9671419166666,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sheshadripuram,12.9846104,77.5724988,22,4,2,63.30596091666666,1-6hr
unplanned,congestion,False,ORR North 1,High,Hennuru,13.0408936,77.6175047,23,3,3,37.785654916666665,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0166851,77.5590135,22,3,3,13.265553916666667,<=1hr
unplanned,others,False,Non-corridor,Low,Jnanabharathi,12.9607315,77.5043785,1,5,2,34.995653966666666,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0354502,77.5266678,23,4,2,28.267420583333333,<=1hr
unplanned,vehicle_breakdown,False,ORR East 1,High,HSR Layout,12.9225338,77.6456041,23,4,2,120.9917747,1-6hr
unplanned,others,True,Non-corridor,Low,Peenya,13.0312086,77.5244957,0,5,2,313.8667528,1-6hr
unplanned,road_conditions,False,Non-corridor,Low,Banashankari,12.9289557,77.5677555,0,4,3,1.6786465666666668,<=1hr
unplanned,others,False,West of Chord Road,High,Byatarayanapura,12.95291122,77.54039654,0,4,3,4.119737566666667,<=1hr
unplanned,accident,False,Old Madras Road,High,Jeevanbheemanagar,12.9863112,77.6475171,0,4,3,41.571545316666665,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Byatarayanapura,12.9370003,77.5202782,2,5,2,34.62066285,<=1hr
unplanned,others,False,Non-corridor,Low,Yelahanka,13.1014663,77.5866177,1,5,2,1764.0597806833332,>24hr
unplanned,water_logging,False,Bannerghata Road,High,Mico Layout,12.8995982,77.6010296,1,5,2,2568.2762129999996,>24hr
unplanned,others,False,Hosur Road,High,Ashok Nagar,12.9589138,77.6043356,2,5,2,37763.05923111667,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sheshadripuram,12.9898379,77.5719635,3,4,3,122.88383688333333,1-6hr
unplanned,vehicle_breakdown,False,ORR West 1,High,Banashankari,12.9255212,77.5496526,4,5,2,45.38100588333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jayanagara,12.9305032,77.5802774,3,5,2,27.755491966666668,<=1hr
unplanned,vehicle_breakdown,False,Hosur Road,High,HSR Layout,12.91304392,77.62528618,5,5,2,15.762067949999999,<=1hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Mahadevapura,12.9959803,77.667998,4,4,3,124.13244701666667,1-6hr
unplanned,congestion,False,Hennur Main Road,High,Hennuru,13.0412942,77.6226947,4,4,3,136.03228926666668,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,City Market,12.9633836,77.5814857,4,4,3,28.3823993,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9901789,77.5037504,5,4,3,25.321667083333335,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,High ground,12.9874519,77.587879,5,4,3,49.688574949999996,<=1hr
unplanned,tree_fall,True,Bellary Road 1,High,High ground,12.9884191,77.5887931,16,5,2,141.58774876666666,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Yelahanka,13.0932487,77.59516,19,5,2,65.21049980000001,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Chamarajpet,12.9784305,77.5707735,20,5,2,21.79317205,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Yelahanka,13.0820698,77.5929525,20,5,2,65.78450945,1-6hr
unplanned,others,False,Mysore Road,High,Chamarajpet,12.963011,77.5664503,19,5,2,388.87556163333335,6-24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,High ground,12.9930034,77.5954144,7,4,3,10.24884315,<=1hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Hebbala,13.0435867,77.6046833,7,4,3,29.929127866666665,<=1hr
unplanned,vehicle_breakdown,False,Bannerghata Road,High,Mico Layout,12.8999989,77.6009931,8,4,3,29.872228166666666,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0411089,77.5457736,10,4,3,9.129387033333334,<=1hr
unplanned,pot_holes,True,Non-corridor,Low,K.G. Halli,13.0100335,77.6147198,23,5,2,35891.490513666664,>24hr
unplanned,vehicle_breakdown,False,ORR East 1,High,Madiwala,12.9179413,77.6216552,22,5,2,47.78352503333333,<=1hr
unplanned,accident,False,Non-corridor,Low,Basavanagudi,12.9435108,77.57773,21,5,2,64.67699146666666,1-6hr
unplanned,construction,True,Non-corridor,Low,R.T. Nagar,12.9996506,77.5998413,12,4,3,15433.909693583333,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Madiwala,12.9162843,77.6155072,23,5,2,26.454950033333333,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9637192,77.5852885,0,6,2,41.276453733333334,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,High ground,12.992609,77.5852714,1,6,2,112.91873355,1-6hr
unplanned,others,False,Magadi Road,High,Kamakshipalya,12.9902179,77.5034639,0,6,2,222.83057628333333,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Malleshwaram,13.0008671,77.5713369,2,6,2,116.41837865000001,1-6hr
unplanned,vehicle_breakdown,False,Old Madras Road,High,Jeevanbheemanagar,12.9863247,77.6478879,17,4,3,75.1976845,1-6hr
planned,construction,True,ORR East 1,High,HAL Old Airport,12.9392452,77.6951606,3,6,2,34.097350649999996,<=1hr
unplanned,vehicle_breakdown,False,CBD 2,High,Cubbon Park,12.9819279,77.5948338,4,6,2,60.0840213,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Chikkajala,13.141795,77.6173483,18,4,3,37.39451276666667,<=1hr
unplanned,accident,True,Hosur Road,High,Electronic City,12.8795724,77.6462409,18,4,3,74.62887731666666,1-6hr
unplanned,pot_holes,False,Old Madras Road,High,Halasur,12.9751307,77.6255644,6,6,2,28910.698168733332,>24hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Hebbala,13.0422576,77.6130097,19,4,3,5.132183783333333,<=1hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Mahadevapura,12.99608379,77.66816426,5,6,2,10.619932433333334,<=1hr
unplanned,vehicle_breakdown,True,ORR North 1,High,Banaswadi,13.0079815,77.662382,19,4,3,130.6786535,1-6hr
unplanned,pot_holes,False,Old Madras Road,High,Halasur,12.9753151,77.6256446,6,6,2,28314.191496,>24hr
unplanned,others,False,Bellary Road 1,High,Sadashivanagar,13.0017102,77.5836286,8,6,2,8.213493783333332,<=1hr
unplanned,tree_fall,False,Non-corridor,Low,Jalahalli,13.0514402,77.5391192,20,4,3,48.916281016666666,<=1hr
unplanned,road_conditions,True,Non-corridor,Low,K.R. Pura,13.0161243,77.7092002,8,6,2,44040.668791866665,>24hr
unplanned,pot_holes,False,West of Chord Road,High,Malleshwaram,13.0131433,77.5543167,20,4,3,21689.770887666666,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Yelahanka,13.0852483,77.5535017,20,4,3,136.8639617,1-6hr
unplanned,vehicle_breakdown,False,Bannerghata Road,High,Mico Layout,12.9144561,77.5999649,20,6,2,64.36110058333334,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Bellandur,12.91700531,77.67319232,18,6,2,33.71126616666667,<=1hr
unplanned,pot_holes,False,Non-corridor,Low,Jayanagara,12.916738,77.5950034,21,4,3,3178.6211948333334,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Yelahanka,13.1038182,77.6007158,22,4,3,9.070594583333333,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Chamarajpet,12.958647,77.5552335,23,4,3,41.391337183333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9460623,77.4960791,22,4,3,126.48344196666667,1-6hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Banaswadi,12.9982804,77.6634974,0,0,2,102.31517605,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.94561,77.4956717,0,0,2,41.372690049999996,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9890857,77.5078147,1,5,3,17.968402516666668,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9888489,77.5081285,1,5,3,21.802958333333333,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.98872,77.508568,2,5,3,23.663874933333332,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Chamarajpet,12.9591821,77.5556361,3,0,2,75.36809358333333,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Byatarayanapura,12.9529814,77.541538,2,5,3,58.13958933333333,<=1hr
unplanned,vehicle_breakdown,True,Magadi Road,High,Kamakshipalya,12.9889692,77.50772,2,5,3,79.74376296666667,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9658196,77.5954635,3,0,2,94.79220713333333,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,V.V.Puram (C.Pet),12.9598662,77.5743609,6,0,2,25.561851433333334,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9602988,77.5049763,2,5,3,161.71242263333335,1-6hr
unplanned,others,False,Non-corridor,Low,Jnanabharathi,12.9670926,77.5041168,6,0,2,6.989937633333333,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.015908,77.5610463,8,0,2,50.01750633333334,<=1hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Madiwala,12.9243827,77.6178836,10,0,2,68.04666115,1-6hr
unplanned,construction,False,Non-corridor,Low,Whitefield,12.9421872,77.7463095,4,5,3,20074.535144100002,>24hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0436169,77.5531968,18,0,2,93.07605395,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Wilson Garden,12.9386404,77.5983956,20,0,2,5.5782576666666674,<=1hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Electronic City,12.8838862,77.6434895,20,0,2,13.4008989,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Byatarayanapura,12.9381961,77.5221042,19,0,2,90.53504385,1-6hr
unplanned,others,False,Bellary Road 2,High,Yelahanka,13.0877833,77.5955317,18,0,2,23368.130840733334,>24hr
unplanned,pot_holes,False,Non-corridor,Low,Jayanagara,12.916735,77.5950683,21,0,11,177509.79627576665,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Wilson Garden,12.9396328,77.5979386,20,0,2,11.603118716666668,<=1hr
unplanned,vehicle_breakdown,False,ORR East 1,High,Bellandur,12.922821,77.6693893,20,0,2,10.9303683,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Byatarayanapura,12.9535784,77.5422814,20,0,2,99.55250774999999,1-6hr
unplanned,water_logging,False,ORR East 1,High,HAL Old Airport,12.93884,77.6951109,20,0,2,2880.9232620166667,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jnanabharathi,12.9603,77.5050083,5,5,3,13.157230550000001,<=1hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Adugodi,12.9358395,77.6149327,22,0,2,66.10073248333333,1-6hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Madiwala,12.9330433,77.6117417,21,0,2,71.50056616666667,1-6hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Hebbala,13.0462281,77.6027534,0,1,2,18.836651933333332,<=1hr
unplanned,road_conditions,True,Non-corridor,Low,K.R. Pura,13.016148,77.7093202,0,1,2,41586.129341550004,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jayanagara,12.9286395,77.5864331,1,1,2,117.39218681666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,R.T. Nagar,13.00594,77.5930776,2,1,2,110.46526,1-6hr
unplanned,others,False,Non-corridor,Low,Jnanabharathi,12.9711513,77.5071208,1,1,2,533.57232925,6-24hr
unplanned,others,False,Bellary Road 1,High,Sadashivanagar,13.001119,77.5839711,8,5,3,27.545034283333333,<=1hr
unplanned,others,False,CBD 2,High,Cubbon Park,12.98372,77.5970763,4,1,2,80516.30415538333,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sadashivanagar,13.0121587,77.5692077,3,1,2,10.638148583333333,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Kamakshipalya,12.9852233,77.4846533,3,1,2,18.394525433333335,<=1hr
unplanned,others,False,Bellary Road 1,High,Sadashivanagar,13.0202114,77.5838339,2,1,2,99.88255601666667,1-6hr
unplanned,construction,False,ORR West 1,High,Banashankari,12.9252548,77.5501116,21,0,1,136782.66806616666,>24hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0436848,77.5538034,7,1,2,8.985578633333335,<=1hr
unplanned,tree_fall,False,Non-corridor,Low,Kodigehalli,13.0616295,77.5761282,5,1,2,16.6391068,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,R.T. Nagar,13.0147144,77.5854668,6,1,2,12.881734533333335,<=1hr
unplanned,vehicle_breakdown,False,Hosur Road,High,Adugodi,12.9291283,77.61678,6,1,2,131.09396868333334,1-6hr
unplanned,pot_holes,False,Non-corridor,Low,Pulikeshinagar(F.Town),12.9948397,77.6162504,21,0,12,81236.18145395,>24hr
planned,procession,False,Non-corridor,Low,Kamakshipalya,12.986025,77.48836,7,1,2,19.304282750000002,<=1hr
unplanned,construction,False,ORR East 1,High,Bellandur,12.9210523,77.6655997,20,1,2,26556.49345405,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Whitefield,12.9599647,77.7473051,18,1,2,30.11519236666667,<=1hr
unplanned,vehicle_breakdown,False,ORR North 1,High,Hebbala,13.0435194,77.607812,19,1,2,25.278318449999997,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8542041,77.664314,19,1,2,18.72494986666667,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Cubbon Park,12.982533,77.5886768,21,1,2,64.28767333333333,1-6hr
unplanned,vehicle_breakdown,False,ORR East 2,High,HAL Old Airport,12.9681087,77.7017706,22,1,2,102.76117878333334,1-6hr
unplanned,construction,True,Bellary Road 2,High,Yelahanka,13.0977085,77.5984317,4,2,1,40104.70742601667,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,12.998964,77.583892,3,2,2,18.805689683333334,<=1hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Ashok Nagar,12.9662846,77.6069735,4,2,2,8.3890527,<=1hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,12.998492,77.5842973,2,2,2,112.30525148333332,1-6hr
unplanned,others,False,Mysore Road,High,Chamarajpet,12.9602666,77.5571056,19,4,12,87021.12706484999,>24hr
unplanned,others,False,Old Airport Road,High,HAL Old Airport,12.9556047,77.6914427,5,2,2,66.22507335,1-6hr
unplanned,others,False,Non-corridor,Low,Rajajinagar,12.9878558,77.5597174,5,2,1,155558.62440225002,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8395194,77.6775618,10,5,3,70.09457578333333,1-6hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9888963,77.4990903,6,2,2,9.717715233333333,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Wilson Garden,12.9483928,77.5937297,6,2,2,61.030100583333336,1-6hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0298275,77.539851,18,5,3,118.72338911666667,1-6hr
unplanned,tree_fall,True,Bellary Road 1,High,Cubbon Park,12.9831519,77.5883979,18,5,3,20.54189726666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sheshadripuram,12.9877328,77.5722905,7,2,2,15.591014699999999,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sheshadripuram,12.9870566,77.5723588,7,2,2,4.77378955,<=1hr
unplanned,vehicle_breakdown,False,Magadi Road,High,Kamakshipalya,12.9879975,77.512117,8,2,2,15.929077366666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Sheshadripuram,12.9928164,77.5714316,8,2,2,50.123021200000004,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0195477,77.7085971,8,2,2,42.71937091666667,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Yeshwanthpura,13.0313911,77.5358465,18,5,3,66.27881596666667,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Chamarajpet,12.9806936,77.5706825,20,5,3,36.20208975,<=1hr
unplanned,others,False,Mysore Road,High,Ashok Nagar,12.9708314,77.6048855,20,5,3,17266.363659450002,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 2,High,Yelahanka,13.0984321,77.5986965,19,2,2,117.76879753333333,1-6hr
unplanned,tree_fall,False,Bellary Road 1,High,High ground,12.9863058,77.5890147,9,2,2,1443.1942532166665,>24hr
unplanned,construction,False,ORR East 1,High,Bellandur,12.920716,77.66500052,20,2,2,79744.24602188333,>24hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,High ground,12.9865858,77.5889172,19,2,2,5.4551318,<=1hr
unplanned,vehicle_breakdown,False,Tumkur Road,High,Peenya,13.0348153,77.5295849,21,5,3,43.37783213333333,<=1hr
unplanned,pot_holes,False,Non-corridor,Low,Yelahanka,13.1213642,77.6179253,21,5,3,37800.761585533335,>24hr
unplanned,construction,False,ORR North 1,High,Hebbala,13.0425801,77.6110928,21,2,2,30165.172037800003,>24hr
unplanned,vehicle_breakdown,False,West of Chord Road,High,Byatarayanapura,12.9532425,77.5382008,22,2,2,11.974767750000002,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0402335,77.544252,21,2,2,15.546527383333334,<=1hr
unplanned,others,False,ORR West 1,High,Byatarayanapura,12.9440683,77.5270117,21,2,2,67623.29627145,>24hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0197719,77.7086475,22,5,3,14.166123566666666,<=1hr
unplanned,congestion,False,ORR North 1,High,Hennuru,13.0412739,77.6176409,1,3,2,72.70130863333334,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Electronic City,12.8304088,77.6810331,0,3,2,65.59525101666667,1-6hr
unplanned,vehicle_breakdown,False,Hennur Main Road,High,K.G. Halli,13.0391412,77.6237299,1,3,2,14.030502116666666,<=1hr
unplanned,vehicle_breakdown,True,Bellary Road 1,High,High ground,12.9932072,77.5850028,2,3,2,4.576298216666667,<=1hr
unplanned,vehicle_breakdown,False,ORR West 1,High,Banashankari,12.913892,77.5671955,2,3,2,82.4944742,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Magadi Road,12.979913,77.5642518,2,3,2,16.363326316666665,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0391723,77.7399836,4,3,2,3.21337185,<=1hr
unplanned,accident,False,ORR North 2,High,Jalahalli,13.0398967,77.5444783,3,3,2,9.1037502,<=1hr
unplanned,road_conditions,False,Bellary Road 1,High,Sadashivanagar,12.9993009,77.583823,23,5,3,175.50373811666665,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0390181,77.7400752,4,3,2,122.89680243333333,1-6hr
unplanned,vehicle_breakdown,True,Non-corridor,Low,Jnanabharathi,12.9794789,77.5105977,3,3,2,153.20900648333333,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Chamarajpet,12.9620957,77.5636074,0,6,3,94.07856273333333,1-6hr
unplanned,vehicle_breakdown,False,Bellary Road 1,High,Sadashivanagar,13.0189117,77.5839803,4,3,2,20.718708183333334,<=1hr
unplanned,pot_holes,False,Non-corridor,Low,Yelahanka,13.1212,77.6181383,1,6,3,1801.1487678833332,>24hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.040034,77.5438675,2,6,3,107.86730428333334,1-6hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Vijayanagara,12.9994223,77.5411015,2,6,3,38.377358533333336,<=1hr
unplanned,vehicle_breakdown,False,Bannerghata Road,High,Mico Layout,12.9278187,77.600452,8,3,2,27.85295405,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,Jayanagara,12.9167352,77.5952446,7,3,2,112.04517458333333,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9635794,77.5845525,5,6,3,39.481431066666666,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0192054,77.7080819,8,3,2,10.010460816666667,<=1hr
unplanned,vehicle_breakdown,False,Non-corridor,Low,K.R. Pura,13.0449557,77.7482787,9,3,2,15.370875883333333,<=1hr
unplanned,accident,False,Non-corridor,Low,K.R. Pura,13.0167508,77.7036194,18,3,2,45.76001521666667,<=1hr
unplanned,water_logging,False,Non-corridor,Low,Halasur,12.9613839,77.6316873,7,6,3,17293.020157266667,>24hr
unplanned,others,False,ORR East 1,High,HAL Old Airport,12.9495506,77.699682,19,3,2,83.30453795,1-6hr
unplanned,others,False,Non-corridor,Low,Banaswadi,13.0046931,77.6360591,8,6,3,4.885507283333333,<=1hr
unplanned,pot_holes,False,Airport New South Road,High,Pulikeshinagar(F.Town),13.0039477,77.6196803,20,3,2,51029.6587882,>24hr
unplanned,road_conditions,False,Non-corridor,Low,Yelahanka,13.0595733,77.5594,21,3,2,566.6772309666667,6-24hr
unplanned,pot_holes,False,CBD 1,High,Shivajinagar,12.9808053,77.602889,21,3,2,62284.59207671667,>24hr
unplanned,others,False,ORR West 1,High,Byatarayanapura,12.9453679,77.5278975,22,3,2,69.93633795000001,1-6hr
unplanned,vehicle_breakdown,False,Mysore Road,High,Halasuru Gate,12.9636634,77.5844901,22,3,2,57.164526783333336,<=1hr
unplanned,vehicle_breakdown,False,ORR North 2,High,Jalahalli,13.0414567,77.546055,10,6,3,12.689850833333333,<=1hr
unplanned,vehicle_breakdown,False,ORR West 1,High,Byatarayanapura,12.9455401,77.5280853,22,3,2,12.721911633333333,<=1hr
