event_cause,corridor,requires_road_closure,duration_bucket,duration_min
vehicle_breakdown,Non-corridor,False,1-6hr,66.43240593333333
others,Non-corridor,True,<=1hr,17.762820299999998
others,Non-corridor,False,1-6hr,60.46577085
vehicle_breakdown,Mysore Road,True,1-6hr,112.05360535
vehicle_breakdown,Non-corridor,False,<=1hr,55.35562983333333
vehicle_breakdown,Bellary Road 1,False,1-6hr,146.3850152
vehicle_breakdown,Bannerghata Road,False,1-6hr,86.29304546666667
pot_holes,Magadi Road,False,>24hr,11570.262349683333
vehicle_breakdown,Mysore Road,False,1-6hr,110.00090083333333
congestion,Hennur Main Road,False,1-6hr,115.77675745
vehicle_breakdown,West of Chord Road,False,<=1hr,43.553649566666664
vehicle_breakdown,Tumkur Road,False,<=1hr,7.989997
vehicle_breakdown,Non-corridor,False,<=1hr,8.7919678
accident,Mysore Road,True,<=1hr,39.028780866666665
construction,Bellary Road 2,False,>24hr,50006.927484683336
vehicle_breakdown,Tumkur Road,False,<=1hr,9.854202483333333
vehicle_breakdown,Bellary Road 2,False,1-6hr,105.73423235
vehicle_breakdown,ORR East 1,False,1-6hr,82.21110071666666
accident,ORR North 1,False,<=1hr,41.37271345
construction,Non-corridor,False,6-24hr,1381.6930457333333
accident,Non-corridor,False,<=1hr,43.65988791666667
accident,Non-corridor,False,<=1hr,41.838232833333336
vehicle_breakdown,Tumkur Road,False,<=1hr,22.2301904
water_logging,Non-corridor,False,1-6hr,123.31325763333332
pot_holes,Non-corridor,False,>24hr,3388.1434261833333
pot_holes,Non-corridor,False,>24hr,3391.064447516667
others,Non-corridor,False,<=1hr,15.814499816666666
others,Non-corridor,False,>24hr,1670.6858849166667
others,Mysore Road,False,>24hr,23236.377036383332
construction,Old Airport Road,False,>24hr,54961.13256288333
vehicle_breakdown,Non-corridor,False,<=1hr,7.453080083333333
accident,Airport New South Road,False,1-6hr,68.80150233333333
vehicle_breakdown,Mysore Road,False,1-6hr,111.61205211666667
road_conditions,Magadi Road,False,>24hr,7234.8082011999995
vehicle_breakdown,Mysore Road,False,1-6hr,125.65330900000001
vehicle_breakdown,Non-corridor,False,<=1hr,38.49233733333333
vehicle_breakdown,IRR(Thanisandra road),False,1-6hr,91.30090236666666
tree_fall,Non-corridor,False,>24hr,26395.0427895
pot_holes,Bannerghata Road,False,>24hr,14096.174460083334
vehicle_breakdown,Non-corridor,False,<=1hr,19.639472016666666
vehicle_breakdown,Bellary Road 2,False,<=1hr,59.57834488333333
vehicle_breakdown,Tumkur Road,False,<=1hr,12.384581016666667
vehicle_breakdown,Bannerghata Road,False,<=1hr,16.992135533333332
vehicle_breakdown,Non-corridor,False,<=1hr,13.267902833333332
vehicle_breakdown,Bellary Road 2,False,<=1hr,25.298768399999997
vehicle_breakdown,Hosur Road,False,<=1hr,2.2634015499999998
vehicle_breakdown,Non-corridor,False,<=1hr,25.79376715
vehicle_breakdown,Hosur Road,False,<=1hr,12.6312672
vehicle_breakdown,Tumkur Road,False,<=1hr,16.656762166666667
construction,Non-corridor,False,6-24hr,1311.6875813333331
others,Hennur Main Road,False,>24hr,8581.651106383333
vehicle_breakdown,Non-corridor,False,<=1hr,6.593964850000001
vehicle_breakdown,Mysore Road,False,<=1hr,45.96836663333333
vehicle_breakdown,ORR East 2,False,<=1hr,42.19713446666666
vehicle_breakdown,Non-corridor,False,<=1hr,54.65853513333333
vehicle_breakdown,Tumkur Road,False,1-6hr,67.62782723333333
others,Bellary Road 1,False,1-6hr,122.96864301666666
vehicle_breakdown,Old Airport Road,False,1-6hr,113.27622685
vehicle_breakdown,Tumkur Road,False,1-6hr,66.48960311666666
vehicle_breakdown,Mysore Road,False,1-6hr,79.15418580000001
accident,Bellary Road 2,False,<=1hr,22.644470733333332
vehicle_breakdown,Non-corridor,False,1-6hr,95.58107615
others,Non-corridor,False,<=1hr,3.5981080333333333
vehicle_breakdown,Bannerghata Road,False,<=1hr,35.7911427
vehicle_breakdown,Tumkur Road,False,1-6hr,84.46969001666666
vehicle_breakdown,Hosur Road,False,<=1hr,14.2335291
vehicle_breakdown,Old Madras Road,False,<=1hr,33.554378899999996
vehicle_breakdown,Varthur Road,False,<=1hr,30.59855698333333
vehicle_breakdown,Hosur Road,False,<=1hr,59.47093031666667
vehicle_breakdown,Non-corridor,False,<=1hr,28.422718233333335
vehicle_breakdown,Non-corridor,False,<=1hr,46.03317931666666
vehicle_breakdown,Tumkur Road,False,1-6hr,105.15403339999999
vehicle_breakdown,Mysore Road,False,1-6hr,97.20824538333333
vehicle_breakdown,Bellary Road 2,False,<=1hr,35.270044866666666
vehicle_breakdown,Mysore Road,False,<=1hr,24.78094095
vehicle_breakdown,Non-corridor,False,1-6hr,103.95695343333334
others,Mysore Road,False,>24hr,7852.317056133334
vehicle_breakdown,ORR North 1,False,1-6hr,76.73107366666666
vehicle_breakdown,Bellary Road 1,False,<=1hr,25.963968299999998
vehicle_breakdown,Tumkur Road,False,<=1hr,47.135134183333335
others,Non-corridor,False,>24hr,2024.4999115666665
vehicle_breakdown,Non-corridor,False,<=1hr,41.44027543333333
accident,Bellary Road 1,False,<=1hr,52.424526316666665
vehicle_breakdown,Hosur Road,False,<=1hr,21.590795766666666
vehicle_breakdown,Non-corridor,False,1-6hr,149.32047236666668
vehicle_breakdown,ORR West 1,False,<=1hr,21.186916433333334
vehicle_breakdown,Old Madras Road,False,1-6hr,64.23054711666667
procession,Non-corridor,True,<=1hr,6.63138725
road_conditions,Bellary Road 2,False,>24hr,17146.48260291667
vehicle_breakdown,ORR East 1,False,<=1hr,10.150801150000001
tree_fall,Non-corridor,False,>24hr,29120.036457983333
vehicle_breakdown,ORR East 1,False,1-6hr,146.0768349
vehicle_breakdown,Non-corridor,False,1-6hr,73.34186823333333
vehicle_breakdown,Non-corridor,False,<=1hr,56.471942150000004
vehicle_breakdown,Mysore Road,False,1-6hr,63.264801049999996
vehicle_breakdown,Mysore Road,False,<=1hr,2.348085033333333
vehicle_breakdown,Non-corridor,False,1-6hr,111.59204438333333
others,Varthur Road,False,1-6hr,99.1271216
vehicle_breakdown,Hennur Main Road,False,<=1hr,46.373055349999994
tree_fall,Non-corridor,False,<=1hr,16.442733933333333
vehicle_breakdown,Non-corridor,False,<=1hr,48.24556945
vehicle_breakdown,Non-corridor,False,<=1hr,23.094677766666667
vehicle_breakdown,Old Madras Road,False,<=1hr,10.697492350000001
vehicle_breakdown,Bellary Road 2,False,1-6hr,61.77526506666666
vehicle_breakdown,Hosur Road,False,1-6hr,89.98981611666666
vehicle_breakdown,Mysore Road,False,<=1hr,44.60061098333333
vehicle_breakdown,Non-corridor,False,1-6hr,102.37431906666667
others,Hosur Road,False,1-6hr,330.18084595
tree_fall,Tumkur Road,False,1-6hr,239.99684209999998
construction,Bellary Road 1,True,>24hr,17719.356407383333
vehicle_breakdown,ORR North 2,False,1-6hr,83.04273458333334
vehicle_breakdown,Mysore Road,False,<=1hr,17.988405883333332
vehicle_breakdown,Non-corridor,False,1-6hr,120.1229665
others,ORR North 1,False,>24hr,31801.64129331667
vehicle_breakdown,Magadi Road,False,<=1hr,15.682897033333335
vehicle_breakdown,ORR East 2,False,<=1hr,18.770652916666666
vehicle_breakdown,Bellary Road 2,False,<=1hr,26.713455833333335
vehicle_breakdown,Old Airport Road,False,<=1hr,27.165104633333332
tree_fall,Non-corridor,False,>24hr,58927.27698916666
road_conditions,Non-corridor,False,>24hr,7204.02068145
pot_holes,CBD 2,False,<=1hr,1.5017334166666667
vehicle_breakdown,Magadi Road,False,<=1hr,32.257464766666665
vehicle_breakdown,Non-corridor,False,1-6hr,72.78544391666667
vehicle_breakdown,Non-corridor,False,1-6hr,107.52890245
vehicle_breakdown,Old Madras Road,False,<=1hr,55.235213316666666
others,Mysore Road,False,1-6hr,302.99378225
vehicle_breakdown,Magadi Road,False,1-6hr,86.55830583333334
vehicle_breakdown,Mysore Road,False,1-6hr,78.09311583333333
accident,ORR North 1,False,<=1hr,34.21685993333333
vehicle_breakdown,ORR North 1,False,<=1hr,22.854111483333334
vehicle_breakdown,Hosur Road,False,<=1hr,2.5054130166666666
vehicle_breakdown,Magadi Road,False,1-6hr,64.30445040000001
water_logging,Bellary Road 1,False,>24hr,6866.7838292666665
others,Non-corridor,False,>24hr,9677.060467866666
construction,Non-corridor,False,<=1hr,21.925417683333333
others,Bellary Road 1,False,<=1hr,14.34505785
vehicle_breakdown,Non-corridor,False,<=1hr,50.05725543333333
vehicle_breakdown,Mysore Road,False,<=1hr,39.02434768333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,29.16649395
vehicle_breakdown,Non-corridor,False,1-6hr,84.40798688333332
others,Old Airport Road,False,<=1hr,1.6053822999999998
vehicle_breakdown,Tumkur Road,False,<=1hr,12.03063225
vehicle_breakdown,Mysore Road,False,<=1hr,8.410828716666666
vehicle_breakdown,Mysore Road,False,<=1hr,23.780724000000003
others,Non-corridor,False,>24hr,31835.84156751667
pot_holes,Non-corridor,False,>24hr,2122.3967791833334
vehicle_breakdown,West of Chord Road,False,<=1hr,29.734221366666667
vehicle_breakdown,Mysore Road,False,1-6hr,60.74641678333333
others,Non-corridor,False,<=1hr,38.768891116666666
vehicle_breakdown,Non-corridor,False,<=1hr,57.316075016666666
others,Mysore Road,False,<=1hr,6.82868555
vehicle_breakdown,Non-corridor,False,<=1hr,54.46608108333333
vehicle_breakdown,ORR North 1,False,<=1hr,40.761785499999995
vehicle_breakdown,Mysore Road,False,1-6hr,90.19987731666667
construction,Non-corridor,False,>24hr,19646.09310235
vehicle_breakdown,Bellary Road 1,False,1-6hr,86.78634966666667
vehicle_breakdown,Non-corridor,False,1-6hr,81.11977473333333
vehicle_breakdown,Non-corridor,False,<=1hr,8.9473605
vehicle_breakdown,Non-corridor,True,<=1hr,30.47674805
vehicle_breakdown,Magadi Road,False,1-6hr,67.566669
water_logging,Non-corridor,False,<=1hr,4.666376866666667
vehicle_breakdown,Tumkur Road,False,<=1hr,21.935244516666668
vehicle_breakdown,Non-corridor,False,<=1hr,31.711534466666667
vehicle_breakdown,Non-corridor,False,1-6hr,121.07565023333333
water_logging,Non-corridor,False,1-6hr,121.41991448333333
pot_holes,Bellary Road 1,False,>24hr,3171.436475616667
vehicle_breakdown,Non-corridor,False,<=1hr,27.73739315
vehicle_breakdown,Mysore Road,False,<=1hr,9.4180207
vehicle_breakdown,Tumkur Road,False,<=1hr,9.946038833333334
pot_holes,CBD 1,True,<=1hr,45.08455431666666
vehicle_breakdown,Hennur Main Road,False,<=1hr,39.94712393333334
vehicle_breakdown,ORR West 1,False,<=1hr,47.0778124
vehicle_breakdown,Mysore Road,False,<=1hr,43.93709355
accident,Hosur Road,False,<=1hr,19.286777033333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,26.211784233333333
vehicle_breakdown,Mysore Road,False,<=1hr,20.760291183333333
pot_holes,Non-corridor,False,>24hr,55012.060823416665
pot_holes,Non-corridor,False,>24hr,6753.669983233333
vehicle_breakdown,Tumkur Road,False,<=1hr,14.798998433333333
vehicle_breakdown,ORR East 2,False,<=1hr,1.3184935833333333
water_logging,CBD 2,False,6-24hr,1397.64799305
vehicle_breakdown,Tumkur Road,False,<=1hr,17.37361458333333
vehicle_breakdown,Non-corridor,False,1-6hr,137.26294234999997
vehicle_breakdown,Mysore Road,False,<=1hr,55.2758047
vehicle_breakdown,Non-corridor,False,<=1hr,12.261251683333334
vehicle_breakdown,Magadi Road,False,1-6hr,61.61077986666667
vehicle_breakdown,Magadi Road,False,1-6hr,64.27595888333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,14.07579545
vehicle_breakdown,ORR East 1,True,<=1hr,21.646528683333333
road_conditions,Non-corridor,False,>24hr,19176.481665083335
road_conditions,Non-corridor,False,>24hr,19180.275299733334
vehicle_breakdown,Bellary Road 2,False,<=1hr,24.362505416666668
vehicle_breakdown,Non-corridor,False,<=1hr,39.91352521666667
vehicle_breakdown,Non-corridor,True,<=1hr,20.05264845
road_conditions,Non-corridor,False,>24hr,19168.524886033334
water_logging,Bellary Road 2,False,>24hr,59786.04160051666
others,Hennur Main Road,False,>24hr,10404.144533566667
others,Bellary Road 1,False,>24hr,4304.7043229
vehicle_breakdown,Tumkur Road,False,<=1hr,10.195782266666667
vehicle_breakdown,Mysore Road,False,<=1hr,6.759156316666666
others,Mysore Road,False,>24hr,2073.54119145
vehicle_breakdown,Tumkur Road,False,<=1hr,23.556338
others,Non-corridor,False,>24hr,1954.8978021666667
congestion,Hennur Main Road,False,1-6hr,157.83113301666666
test_demo,Non-corridor,False,<=1hr,2.3584172666666663
vehicle_breakdown,ORR North 2,False,1-6hr,98.79469238333333
vehicle_breakdown,Non-corridor,False,<=1hr,19.4802817
vehicle_breakdown,Mysore Road,False,1-6hr,112.59205778333333
others,Bellary Road 1,False,>24hr,23212.68517465
vehicle_breakdown,Non-corridor,False,<=1hr,36.436371050000005
vehicle_breakdown,Non-corridor,False,<=1hr,41.06278635
vehicle_breakdown,Non-corridor,False,1-6hr,63.735437633333326
vehicle_breakdown,ORR North 2,False,<=1hr,41.89284255
others,Non-corridor,False,<=1hr,12.775447683333335
congestion,ORR North 1,False,<=1hr,52.42753255
others,ORR West 1,False,<=1hr,20.280152166666667
others,Magadi Road,False,<=1hr,13.76268395
tree_fall,Non-corridor,False,<=1hr,48.95543648333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,9.997270066666665
procession,Non-corridor,False,<=1hr,3.0139137333333332
vehicle_breakdown,Old Madras Road,False,<=1hr,18.148097683333333
vehicle_breakdown,Mysore Road,False,<=1hr,32.78711466666667
vehicle_breakdown,Non-corridor,False,1-6hr,104.44264348333333
congestion,Non-corridor,True,<=1hr,12.732202816666668
vehicle_breakdown,Bellary Road 1,False,<=1hr,4.05119445
others,Non-corridor,True,>24hr,46986.866745549996
vehicle_breakdown,Non-corridor,False,<=1hr,42.46220125
water_logging,Tumkur Road,False,1-6hr,72.85393916666666
road_conditions,Mysore Road,False,>24hr,20560.756528333335
congestion,ORR North 1,False,1-6hr,154.51919141666667
vehicle_breakdown,Mysore Road,False,<=1hr,31.87520885
vehicle_breakdown,Old Madras Road,False,1-6hr,78.34826575000001
vehicle_breakdown,ORR North 2,False,<=1hr,29.89324733333333
vehicle_breakdown,Non-corridor,False,<=1hr,26.941963933333334
vehicle_breakdown,Hosur Road,False,<=1hr,22.988230849999997
vehicle_breakdown,Tumkur Road,False,<=1hr,22.34844435
pot_holes,Hosur Road,False,>24hr,117103.4595215
vehicle_breakdown,West of Chord Road,False,<=1hr,24.466795816666668
vehicle_breakdown,Non-corridor,False,1-6hr,158.45544278333332
tree_fall,Non-corridor,False,1-6hr,92.98989458333334
vehicle_breakdown,Non-corridor,False,1-6hr,70.00693796666665
others,Tumkur Road,False,>24hr,1848.5386914833332
Debris,Bellary Road 2,False,>24hr,19189.641194183332
construction,Non-corridor,True,>24hr,3822.70962675
others,Non-corridor,False,>24hr,21664.008974133336
vehicle_breakdown,Non-corridor,False,<=1hr,39.133124849999994
vehicle_breakdown,Non-corridor,True,<=1hr,17.2937739
vehicle_breakdown,Varthur Road,False,1-6hr,122.43185746666667
others,Tumkur Road,False,1-6hr,243.29029311666667
water_logging,Mysore Road,False,>24hr,6592.442654816667
vehicle_breakdown,Non-corridor,False,<=1hr,13.885744066666666
water_logging,Non-corridor,False,1-6hr,165.4671482
vehicle_breakdown,ORR North 2,False,<=1hr,9.381939516666668
tree_fall,Bellary Road 1,True,6-24hr,971.1941217166666
vehicle_breakdown,ORR West 1,False,1-6hr,84.86862455
construction,Non-corridor,False,>24hr,3954.1524874666666
tree_fall,Non-corridor,True,1-6hr,63.69129203333333
tree_fall,Non-corridor,False,6-24hr,412.24392695
construction,Non-corridor,False,>24hr,1464.6774282000001
others,Hosur Road,True,1-6hr,112.07313198333333
vehicle_breakdown,Tumkur Road,False,<=1hr,29.151570016666668
vehicle_breakdown,Mysore Road,False,<=1hr,22.22487305
vehicle_breakdown,ORR North 1,False,<=1hr,36.730649516666666
accident,Bellary Road 1,False,<=1hr,47.199177299999995
pot_holes,West of Chord Road,False,>24hr,10209.279705933333
tree_fall,Non-corridor,True,>24hr,44729.253384033334
water_logging,Non-corridor,False,>24hr,7424.366825533333
water_logging,Hosur Road,False,>24hr,18154.880316283332
tree_fall,Non-corridor,True,>24hr,4073.313846416667
water_logging,Non-corridor,False,>24hr,5552.9631245166665
water_logging,Mysore Road,False,>24hr,20160.041983233335
others,Mysore Road,False,>24hr,35558.66326551666
tree_fall,Non-corridor,False,>24hr,37153.890531783334
tree_fall,Non-corridor,False,>24hr,31783.7834142
tree_fall,Mysore Road,False,6-24hr,829.2974442333333
water_logging,Hosur Road,False,>24hr,2847.0369545333333
water_logging,Mysore Road,False,>24hr,6570.558955500001
tree_fall,Non-corridor,False,>24hr,21000.96031298333
accident,Non-corridor,False,<=1hr,8.980089583333333
water_logging,ORR West 1,False,6-24hr,1218.6891324166668
tree_fall,CBD 2,False,>24hr,26812.21993335
water_logging,Non-corridor,False,>24hr,50341.18918006667
water_logging,Old Airport Road,False,1-6hr,93.40865363333334
water_logging,ORR East 2,False,<=1hr,30.67920825
water_logging,Mysore Road,True,1-6hr,177.56342588333334
water_logging,Non-corridor,False,>24hr,3898.6085132
tree_fall,Non-corridor,False,>24hr,16715.2699351
others,Non-corridor,False,6-24hr,1291.4888951166665
tree_fall,ORR West 1,False,1-6hr,66.95399586666666
tree_fall,Non-corridor,True,6-24hr,1114.93334045
vehicle_breakdown,West of Chord Road,False,1-6hr,72.65351976666668
tree_fall,Non-corridor,False,>24hr,38932.58754488333
road_conditions,Magadi Road,False,>24hr,19134.726547916667
vehicle_breakdown,Mysore Road,False,<=1hr,8.7606476
water_logging,Mysore Road,True,>24hr,26811.17271485
water_logging,Non-corridor,True,>24hr,2421.883144183333
water_logging,Mysore Road,True,>24hr,26809.619967733335
water_logging,Non-corridor,False,>24hr,51651.45217408333
water_logging,Non-corridor,False,1-6hr,188.00503193333333
tree_fall,Non-corridor,False,<=1hr,18.082762549999998
vehicle_breakdown,Bannerghata Road,False,1-6hr,146.04922566666667
water_logging,Non-corridor,False,<=1hr,41.48510733333333
water_logging,Bellary Road 1,False,>24hr,3886.3786027166666
vehicle_breakdown,Bellary Road 2,False,<=1hr,14.264672216666666
vehicle_breakdown,Tumkur Road,False,1-6hr,108.20570536666668
tree_fall,Non-corridor,True,>24hr,2904.7070553500002
water_logging,Non-corridor,True,1-6hr,71.25115430000001
water_logging,Non-corridor,True,1-6hr,149.96828003333334
tree_fall,Non-corridor,False,6-24hr,914.0249496
water_logging,Non-corridor,False,1-6hr,72.15094443333334
water_logging,Old Madras Road,True,1-6hr,201.7505084166667
tree_fall,Tumkur Road,False,6-24hr,933.8846359333334
water_logging,ORR West 1,False,6-24hr,1190.4635745833334
water_logging,Mysore Road,True,>24hr,36880.80059298334
water_logging,ORR West 1,False,1-6hr,118.58968551666666
tree_fall,Non-corridor,True,1-6hr,220.28841453333334
water_logging,Bellary Road 1,False,<=1hr,42.345254966666666
vehicle_breakdown,Bannerghata Road,False,1-6hr,108.71099421666666
vehicle_breakdown,Mysore Road,False,1-6hr,93.48512965
water_logging,ORR East 1,False,>24hr,8507.797322316666
water_logging,Non-corridor,False,>24hr,20131.716831383335
vehicle_breakdown,Non-corridor,False,<=1hr,7.642841166666667
water_logging,Non-corridor,False,>24hr,14395.4198455
others,Tumkur Road,False,>24hr,61764.8110647
tree_fall,Tumkur Road,False,>24hr,28204.771228
vehicle_breakdown,Bellary Road 2,False,1-6hr,151.79433328333334
vehicle_breakdown,ORR East 1,False,<=1hr,16.044057783333333
vehicle_breakdown,Non-corridor,False,<=1hr,29.089931583333335
vehicle_breakdown,Bannerghata Road,False,<=1hr,34.15102665
vehicle_breakdown,Tumkur Road,False,1-6hr,91.52639778333334
others,Non-corridor,False,>24hr,2163.54553765
tree_fall,CBD 2,False,>24hr,6519.827883249999
tree_fall,Non-corridor,True,>24hr,31142.1346171
water_logging,Non-corridor,True,>24hr,18112.855905
vehicle_breakdown,Mysore Road,False,<=1hr,35.252319033333336
water_logging,Bannerghata Road,False,<=1hr,1.26526015
vehicle_breakdown,Tumkur Road,False,<=1hr,6.159646333333333
tree_fall,Non-corridor,False,6-24hr,1173.6232398833333
water_logging,Bannerghata Road,False,>24hr,2294.902803066667
others,West of Chord Road,True,<=1hr,39.91002743333333
tree_fall,Non-corridor,True,>24hr,31140.59239556667
water_logging,Non-corridor,False,1-6hr,282.94748196666666
water_logging,Non-corridor,False,>24hr,1785.8880387
tree_fall,Tumkur Road,False,>24hr,61745.06009625
others,Tumkur Road,False,1-6hr,61.567407450000005
vehicle_breakdown,Bellary Road 1,True,<=1hr,36.67477173333334
water_logging,Non-corridor,False,>24hr,2863.879304833333
others,Mysore Road,False,>24hr,14100.886411849999
others,Mysore Road,False,<=1hr,16.937478916666667
vehicle_breakdown,Old Madras Road,False,<=1hr,41.53308571666666
road_conditions,Non-corridor,True,>24hr,37266.54718006667
tree_fall,Non-corridor,True,1-6hr,76.98202371666666
water_logging,ORR East 1,False,6-24hr,759.0033270166666
water_logging,Non-corridor,True,>24hr,18072.047706783334
tree_fall,Non-corridor,False,1-6hr,75.3254728
vehicle_breakdown,Non-corridor,False,1-6hr,133.49633208333333
tree_fall,Bellary Road 1,True,>24hr,12688.42250265
tree_fall,Non-corridor,True,>24hr,8604.974344016668
vehicle_breakdown,Mysore Road,False,<=1hr,32.21089145
tree_fall,West of Chord Road,False,>24hr,37409.31172533333
water_logging,Non-corridor,False,>24hr,2055.8126417666667
vehicle_breakdown,Non-corridor,False,<=1hr,9.313865683333335
vehicle_breakdown,Hosur Road,False,1-6hr,133.745803
vehicle_breakdown,Non-corridor,False,<=1hr,18.826966283333334
tree_fall,Non-corridor,True,6-24hr,1414.7297125500002
tree_fall,Non-corridor,True,>24hr,8590.158413066667
vehicle_breakdown,Non-corridor,False,<=1hr,23.6800304
vehicle_breakdown,Bellary Road 1,False,<=1hr,12.157235616666666
vehicle_breakdown,Non-corridor,False,1-6hr,162.0998554
vehicle_breakdown,Varthur Road,False,<=1hr,9.947234283333334
tree_fall,Non-corridor,False,>24hr,2809.7633005666667
vehicle_breakdown,Hosur Road,False,<=1hr,21.60461613333333
vehicle_breakdown,Tumkur Road,False,<=1hr,18.087688816666667
road_conditions,Non-corridor,False,6-24hr,625.0678506666667
water_logging,ORR East 2,False,>24hr,9742.5049553
vehicle_breakdown,Non-corridor,False,<=1hr,43.03527413333334
vehicle_breakdown,Non-corridor,False,1-6hr,79.89617193333333
others,ORR East 2,False,1-6hr,91.73039343333333
vehicle_breakdown,West of Chord Road,False,<=1hr,26.33293743333333
vehicle_breakdown,ORR East 2,False,<=1hr,21.892671399999998
pot_holes,Non-corridor,False,>24hr,4714.33184145
construction,Non-corridor,False,>24hr,2926.57525605
vehicle_breakdown,ORR East 1,False,<=1hr,15.380214683333332
vehicle_breakdown,Non-corridor,False,<=1hr,24.384054283333334
construction,Non-corridor,False,>24hr,5149.374220950001
water_logging,Old Madras Road,False,<=1hr,34.37859473333333
vehicle_breakdown,IRR(Thanisandra road),False,<=1hr,19.590632416666665
water_logging,Old Madras Road,False,<=1hr,48.38724398333333
water_logging,Non-corridor,False,1-6hr,171.4411991
water_logging,West of Chord Road,False,1-6hr,79.3147058
water_logging,Mysore Road,True,1-6hr,106.8736322
water_logging,Mysore Road,True,1-6hr,77.6084918
water_logging,Non-corridor,False,6-24hr,389.9546150833333
water_logging,Mysore Road,False,<=1hr,25.367189333333332
water_logging,CBD 2,False,>24hr,115282.48160251667
water_logging,Bellary Road 1,False,<=1hr,38.08992445
water_logging,Bellary Road 1,False,<=1hr,47.5818911
water_logging,CBD 1,False,>24hr,24580.005907333332
tree_fall,West of Chord Road,False,1-6hr,72.68515286666667
water_logging,Bellary Road 1,False,>24hr,4022.929784933333
water_logging,CBD 1,False,>24hr,24577.17183665
water_logging,Non-corridor,False,1-6hr,230.7993599
water_logging,Non-corridor,False,<=1hr,24.846647383333334
accident,Non-corridor,False,<=1hr,42.8945817
water_logging,Non-corridor,False,<=1hr,57.1615183
water_logging,Mysore Road,False,1-6hr,324.67876015
water_logging,ORR North 1,False,6-24hr,984.9738974833333
water_logging,ORR North 1,False,6-24hr,997.1460983833333
water_logging,Mysore Road,True,>24hr,11291.247543616666
water_logging,Magadi Road,False,>24hr,11452.698831166666
pot_holes,Hennur Main Road,True,>24hr,14607.215053783333
tree_fall,ORR North 1,False,1-6hr,191.90470683333334
water_logging,Hennur Main Road,False,>24hr,21708.41339413333
tree_fall,Magadi Road,False,<=1hr,9.963474483333332
tree_fall,Airport New South Road,True,<=1hr,18.271439616666665
tree_fall,Non-corridor,True,1-6hr,81.05660200000001
water_logging,Tumkur Road,False,6-24hr,1345.3929395666667
tree_fall,Non-corridor,False,>24hr,4383.935256866666
water_logging,Bellary Road 2,False,>24hr,14544.043576850001
tree_fall,Non-corridor,False,>24hr,21088.459648733333
road_conditions,Bellary Road 2,True,<=1hr,58.722754933333334
water_logging,Non-corridor,False,>24hr,14188.42255975
pot_holes,ORR North 1,False,1-6hr,135.51806013333334
water_logging,Non-corridor,False,>24hr,2860.77638925
water_logging,Hennur Main Road,False,>24hr,21523.703026233336
water_logging,Bellary Road 2,False,>24hr,21697.96473765
vehicle_breakdown,Non-corridor,False,<=1hr,6.703687566666667
vehicle_breakdown,ORR North 1,False,1-6hr,100.7026763
water_logging,Non-corridor,False,>24hr,21666.0209926
vehicle_breakdown,Magadi Road,False,<=1hr,46.057772066666665
road_conditions,West of Chord Road,False,>24hr,25669.197950716665
others,ORR West 1,False,<=1hr,36.40983923333333
vehicle_breakdown,Hosur Road,False,1-6hr,82.93424305
vehicle_breakdown,Non-corridor,False,1-6hr,84.77698231666666
water_logging,ORR North 2,False,>24hr,2790.3985524
vehicle_breakdown,ORR East 2,False,<=1hr,25.358829383333333
vehicle_breakdown,ORR North 1,False,1-6hr,124.40155733333333
others,Bellary Road 1,False,>24hr,4837.147761283334
vehicle_breakdown,Tumkur Road,False,<=1hr,5.308476433333333
water_logging,Non-corridor,False,1-6hr,230.06940948333335
tree_fall,Bellary Road 1,False,1-6hr,115.15186836666666
vehicle_breakdown,Mysore Road,False,<=1hr,25.9249495
vehicle_breakdown,ORR West 1,False,1-6hr,73.03041763333334
tree_fall,Non-corridor,True,1-6hr,173.99265736666666
vehicle_breakdown,Bellary Road 1,False,<=1hr,16.297705333333333
vehicle_breakdown,Mysore Road,False,<=1hr,6.283415033333333
vehicle_breakdown,Mysore Road,False,<=1hr,59.30142481666667
vehicle_breakdown,ORR East 2,False,<=1hr,33.80299288333333
others,Non-corridor,False,1-6hr,88.10845821666666
vehicle_breakdown,ORR East 1,False,1-6hr,64.20612750000001
vehicle_breakdown,Non-corridor,False,<=1hr,11.605493183333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,6.5536546666666675
others,Non-corridor,False,<=1hr,17.946091666666668
vehicle_breakdown,Bellary Road 2,False,<=1hr,21.91443695
vehicle_breakdown,ORR North 1,False,<=1hr,35.82966003333333
vehicle_breakdown,Bellary Road 1,False,<=1hr,23.154083816666667
pot_holes,Varthur Road,False,>24hr,1484.1286093333333
vehicle_breakdown,Old Madras Road,False,<=1hr,13.457770483333332
vehicle_breakdown,Non-corridor,False,<=1hr,51.76279426666667
others,West of Chord Road,False,>24hr,14429.634270266666
vehicle_breakdown,IRR(Thanisandra road),False,<=1hr,18.787546516666666
vehicle_breakdown,CBD 1,False,<=1hr,44.654022250000004
vehicle_breakdown,ORR East 1,False,1-6hr,76.91394981666667
vehicle_breakdown,Non-corridor,False,<=1hr,16.368508033333335
vehicle_breakdown,Mysore Road,False,<=1hr,17.55729665
